-0.69440237;1.7937933;8.0412139
5.2258252;-2.8112807;-2.9667808
3.3413856;-7.085353;-3.0584451
2.0494905;-0.69372748;4.1894873
-2.550193;5.9110081;7.8522394
-1.7362842;2.3140412;1.1061254
4.5086678;5.0628733;-0.19092337
3.1983423;2.5785053;1.7215425
7.1830347;-2.3456347;-4.8134934
5.2796603;-4.930549;-0.96962234
-2.0507579;3.432557;2.0964158
1.7389258;0.39115111;5.5779376
4.7590468;-3.6722569;-2.6820729
3.8887131;-1.2857839;-4.1956317
1.5935436;3.1822932;3.0934133
3.6430311;2.0525907;-1.3267561
4.6368435;-6.7538879;-9.2360943
4.9908454;-4.8230628;-5.217611
4.2310844;3.8074597;-2.0586079
6.126171;-2.5819974;-4.0924377
5.4923156;-5.585371;-4.6189758
4.194932;3.4159344;-2.4920627
3.9767222;1.8241688;-5.8001579
-1.1924102;4.2240414;7.401818
-1.1260422;6.3070178;6.4575267
-1.797369;2.20156;5.8807902
5.7588379;-5.1178388;-3.4780625
4.019545;4.1745029;-2.8603054
1.4437396;3.324742;3.8320199
-2.285872;-0.98759157;12.054424
-2.0549245;3.3369653;1.1276537
4.8377047;-6.7539023;-3.2544572
-2.4287913;0.072483819;-1.0702484
3.0072469;4.8760441;3.3527499
2.8116291;1.9307055;-1.4156161
3.6071458;0.32154092;3.4389134
-1.7182594;2.0830392;-0.7085278
4.9688916;-5.3940515;-3.3190758
3.8129742;3.1730041;-0.29017507
6.013658;-6.9166569;-3.1162656
-2.3862207;3.5487399;2.723015
7.9352009;-4.3967794;-4.4383765
-3.1259898;-0.16917019;6.175184
3.2934302;3.14492;1.0145278
-1.8431823;2.8526523;9.2896909
-1.3932663;4.5898686;6.0702667
3.6205154;-8.5564642;-4.745922
-2.2649977;3.6658748;-2.1597611
-2.4475342;2.3331677;2.0464589
-2.0918057;3.9298992;6.8698767
2.3947204;3.3095132;1.4217383
1.1027533;1.0603194;1.6151952
4.5651206;-7.8364659;-3.8709774
2.462794;3.4332117;3.1956826
-1.2966322;5.4954201;6.0646733
